userid,username,headline,skill
14023,Donita Spruell,"QA Supervisor Job in Edison
","Augmented Reality,OpenCV,Operations,Unity,Telecommunications,Ruby,selenium testing automation"
14024,Jae Schools,"Quality Improvment/Environment of Care Coordinator Job in Snow Hill
","Testing,Protocol,fashion,Data Storage,test design,Octave,System Testing,OOD,CRM"
14025,Tomika Danielovich,"Quality Improvment/Environment of Care Coordinator Job in Snow Hill
","ICMP,OSS"
14026,Hannah Alire,"Quality Improvment/Environment of Care Coordinator Job in Snow Hill
","OpenStack,SQL"
14027,Nicholas T. Carnevale,"Quality Improvment/Environment of Care Coordinator Job in Snow Hill
","Network Security,IBM,Solaris,JSP,Plug Play,PowerPoint,Network Management,VB.NET,Contract Corp-To-Corp,Business Intelligence,System,General Ledger,JCL,Cisco UCS"
14028,Jacob Goldberger,"Student at University of Tartu, Estonia

","AP,validation,ALM,ASP.NET,MapsAPI,applications development,SYSTEM ENGINEER,applications development,Release,C"
14029,Ebonie Squyres,"Student at University of Tartu, Estonia

","Spark,Info Sec,Hon Java Developer,Europe Asia."
14030,Janise Deniro,"Student at University of Tartu, Estonia

","Wireless Communication,Recruiter,Business Analyst healthcare,IP Video Delivery,TAD PGS,Storage Devices,Operations,Linux,Prime Video views,Internet Of Things,SAP ECC"
14031,Carmina Yee,"Student at University of Tartu, Estonia

","Rust,FICO,React,Computer Organisation,Business Analytics,Software Engineer,Adobe Creative Cloud,data extraction"
14032,Rena Horns,"Student at University of Tartu, Estonia

","Projects,Websites,DEVOPS ENGINEER,Spotfire,General Ledger,synthesis modeling,Excel,Performance,Cloud Computing,Linux System Admin,Change Management,Analytical Skills,HAHA"
14033,Shawn Dragovich,"Quality Control Technician Job in Stockton
","Web Developer,MS Excel,Windows 7,.NET C#,Julia,FICO,HANA,Oracle R12 E-Business,Release,Programming,UX,SAP APO,Soap,SalesForce"
14034,Viviana Petrescu,"Quality Control Technician Job in Stockton
","Cisco UCS,Optimization,Cobol,Soap,especially C/C++,Bash shell scripting,C++,Database,Rest,Cloud Computing,Analyst,SDLC,SQL Reporting Services Suite,Audacity,Pharma or Biotech"
14035,Ellsworth Eafford,"Quality Control Technician Job in Stockton
","Sales,Optimization,reporting,InformationSecurity,MS Project Stadard,SQL Reporting Services Suite,payment gateways,DemPlanning,CUSTOMER SUPPORT,PowerPoint,problem solving,SDLC,selenium testing automation,Software"
14036,Bernard Lemari?,"Benefits Freelancer Job in Durham
","Primavera 6.0,ForeSee,Data Mining,OpenStack,Retail,Middleware,SaaS solution Coupa,payment gateways,Programmer,Exchange"
14037,Manual Overshown,"Benefits Freelancer Job in Durham
","Spark,Data Architecture,SaaS solution Coupa,JavaScript,Design,synthesis modeling,JavaScript,AngularJS,Adobe Creative Cloud,FINANCE,digital analytics,Scrum,CISM,SSL,Configuration Management"
14038,Manfred K. Warmuth,"Benefits Freelancer Job in Durham
","TDD,Angular JS,Consumer Electronics Devices,Supervision,MAVEN,SARBANES,Scientific Software,Software"
14039,Maya Okelberry,"Benefits Freelancer Job in Durham
","System Testing,SAP APO,Engineering,Redshift,Fortran,Retail,SSL"
14040,Harrison Kogel,"Benefits Freelancer Job in Durham
","SSL,Android,Node.js,PyTorch"
14041,Jacalyn Wakefield,"Benefits Freelancer Job in Durham
","NodeJS,Hive,Hibernate,Quality,Drug Development,systems administration,SSL"
14042,Maricruz Leipold,"Benefits Freelancer Job in Durham
","Best Practices,Lifecycle,Wealth Management,Networking,digital analytics,JSON,Quality"
14043,Rufina Gabby,"ENTRY LEVEL EVENT COORDINATOR - Sales/ Marketing/ Account Management Job in Chicago
","build,Spark,Angular JS,.NET,Telecom,SDLC,Shell Script,UX,Raspberry Pi,C,AME,SSL"
14044,Richard Zemjanis,"ENTRY LEVEL EVENT COORDINATOR - Sales/ Marketing/ Account Management Job in Chicago
","AngularJS,AWS,Angular JS,APL,CSS3,OSS,SQLITE,Maya,SaaS solution Coupa,security accessment,reports,Business Analyst,pharma,Bash shell scripting,Database"
14045,Mitchell Fosler,"ENTRY LEVEL EVENT COORDINATOR - Sales/ Marketing/ Account Management Job in Chicago
","Hibernate,Big Data,Matlab,Management,HANA,HBase,IIS"
14046,Katya Scheinberg,"ENTRY LEVEL EVENT COORDINATOR - Sales/ Marketing/ Account Management Job in Chicago
","Raspberry Pi,Processor Design,firmware,Pharma or Biotech,OpenCV,Pharma or Biotech,SAP ECC,ASP,Data Mining"
14047,August Tuamoheloa,"Director of Sales Job in Las Vegas
","MongoDB,Brocade,Performace Management,BUILD RELEASE ENGINEER,Telecom,System Testing,Computer Organisation,Data Analysis,Desktop,fashion"
14048,Monica Lolagne,"Industrial Designer Job in Towson
","MIS a related IT field,Risk Management,Chef,Web Developer,ASP,synthesis modeling"
14049,Alva Larmon,"Industrial Designer Job in Towson
","Network Management,Java,PERFORCE,Foundation,Development Manager,Algorithms,Julia,Web Developer,reporting,Scientific Software"
14050,Daria Strehle,"Industrial Designer Job in Towson
","ALM,C#,Video,Visual Studio,Node.js,deployment,.NET,Critical Thinking"
14051,Gregg Higginbothan,"Industrial Designer Job in Towson
","Wealth Management,MACOSX,Prime Video views,Video,Android Studio,C,Performance,OOD,Browzwear,INTERNAL CONTROL,IT,System Software,CUSTOMER SUPPORT,Lawson Supply Chain"
14052,Shirly Hodgen,"Industrial Designer Job in Towson
","MACOSX,INTERNAL CONTROL,MapsAPI,MS Office,AUDIT,DynamoDB,Big Data"
14053,Waylon Morla,"Industrial Designer Job in Towson
","Project coordinator,JSP,OOP,Bootstrap,Adobe,MIS a related IT field,Consumer Electronics Devices,payment gateways,Network Security,TAD PGS,PERFORCE,Networking,Raspberry Pi"
14054,Janelle Eastman,"Industrial Designer Job in Towson
","Browzwear,BW reporting,Cisco,Algorithm Engineer,,test design,Europe Asia.,Big Data,Hadoop"
14055,Thomasine Hollars,"Project Engineer - Manufacturing/Capital Projects/LEAN Job in Columbia
","HTTP,Solaris,staffing"
14056,Rochelle Jagneaux,"Project Engineer - Manufacturing/Capital Projects/LEAN Job in Columbia
","SaaS solution Coupa,CISA,Microsoft Word,XML,Plug Play,Rust,Project Manager,SQL,Projects,Java Architect,Infrastructure,MS Office"
14057,Petronila Cookingham,"Project Engineer - Manufacturing/Capital Projects/LEAN Job in Columbia
","ARM,Tester,Scripting knowledge,OpenCV,Bash shell scripting,Rational,Data Storage"
14058,Jayme Farinacci,"Paralegal/Legal Assistant Job in Waltham
","Sales Engineer,build,Solr"
14059,Lady Hayzlett,"Paralegal/Legal Assistant Job in Waltham
","Quality Center,Asset Management,RHEL,Fortran,Research,VMware,Angular JS,Hibernate,CSS,HTML5,SARBANES OXLEY"
14060,Alberta Mrotek,"Paralegal/Legal Assistant Job in Waltham
","Director of IS,Consumer Electronics Devices,XML/XSL,mobile device,IP Video Delivery,Release,Julia,payment gateways,Perl,System Software,Outlook,books,APL,Websites"
14061,Angelica Sovey,"Landscape Laborer Job in Denver
","Perl,ForeSee,VB,SaaS solution Coupa,Development Manager,Networking,CONTROL,Workflow"
14062,Keeley Lambros,"Landscape Laborer Job in Denver
","Contract Corp-To-Corp,Angular.JS,React,Brocade,Best Practices,Outlook,Node.js,NLP,HAHA,Video,Development Manager,FPGA,validation"
14063,Kum Muchmore,"Landscape Mowing Crew Leaders Laborers Job in Columbus
","DEVOPS ENGINEER,Design,Photoshop,Pharma or Biotech,ICMP,Sales,Open CV"
14064,Halina Benigni,"Landscape Mowing Crew Leaders Laborers Job in Columbus
","VNF Manager,Plug Play,INTERNAL CONTROL,Linux,Angular2,See job description,Oracle,Analysis,MongoDB,Windows,Keras"
14065,Basilia Ano,"Landscape Mowing Crew Leaders Laborers Job in Columbus
","Microsoft Word,Recruiter,Database"
14066,Fabio Vitale,"Supply Chain Business Analyst Job in Cincinnati
","CASE,OOP,FINANCE,Tensorflow,Asset Management,user training,OpenStack,movies,FPGA,Architect,Matlab,TCP/IP,VPN,QA Tester"
14067,Theo Goodrich,"Supply Chain Business Analyst Job in Cincinnati
","Architect,Developer"
14068,Bella Montera,"Supply Chain Business Analyst Job in Cincinnati
","SQL,data driven development"
14069,Kumar Sricharan,"Supply Chain Business Analyst Job in Cincinnati
","Operations Analysis,Compiler Design,firmware,Quality Assurance,Rest,PMP,SHELL,Asset Management,Mortgage/Equiting Lending,Solr,Pharma or Biotech,DEVOPS ENGINEER,Wealth Management,Web Developer"
14070,Meda Schabbing,"Supply Chain Business Analyst Job in Cincinnati
","LabVIEW,See job description,Supervision,WebSphere,Digital Design,Workflow"
14071,Kasi Dome,"Supply Chain Business Analyst Job in Cincinnati
","Scheduling,PyTorch,Programmer,Libraries,Web Design,HANA"
14072,Domenic Azevedo,"Supply Chain Business Analyst Job in Cincinnati
","Network Management,Telecom,Artificial Intelligence,Hardware"
14073,Chase Wilkes,"Supply Chain Business Analyst Job in Cincinnati
","intense curiosity,Angular.JS,AngularJS,Supervision"
14074,Carlee Peltz,"Director of Advancement Job in Canton
","Arduino,Android,OSS,OS x,Cisco,Data Architecture,Microsoft Access,Business Analyst healthcare,HTML5,FINANCE,Microsoft Office,reports,Virtual Reality"
14075,Eakta Jain,"Director of Advancement Job in Canton
","Operations,Ajax,FICO,AngularJS,Critical Thinking,Android Studio,User Interface,Network Engineer,incident response,MS Office,IAM,System Software,Go,SARBANES OXLEY,biotech"
14076,Jacquelin Einwalter,"Director of Advancement Job in Canton
","Database,IT,Rust,VMware,FICO,SQL Server,PMP,Quality,TCP/IP,Tensorflow,Configuration Management"
14077,James Forch,"Director of Advancement Job in Canton
","Android Studio,AP Technical Lead,Computer Science,Telecom,Spark,BW reporting,Gnuplot"
14078,Yen Bazar,"Director of Advancement Job in Canton
","Java Architect,Desktop,Prime Music streams,SAS"
14079,Dusty Glaab,"Director of Advancement Job in Canton
","Oracle R12 E-Business,Database,Hive,Windows,Neural Networks,Visual Basic,User Interface,Switches,Accounting,Design Patterns"
14080,Priscilla Sliva,"Benefits Freelancer Job in OrlPark
","CONTINUOUS INTEGRATION,Contract Independent,Asset Management,Artificial Intelligence,MVC,TCP/IP,pharma,Unix Systems Programming,Engineering,Algorithm Engineer,,Operations,Cisco,Perl,HAHA"
14081,Merrie Wardsworth,"Diversity Project Lead Job in Menlo Park
","MS Project Stadard,FINANCE,Foundation,Java C/C++,CENTOS,CISSP,HANA"
14082,Phillip Lautzenheiser,"Diversity Project Lead Job in Menlo Park
","data analysts,Node.js,Computer,SSL,Engineering"
14083,Sheri Mccutchen,"Diversity Project Lead Job in Menlo Park
","Projects,Kinesis,ASP.NET,especially C/C++,Sales Engineer,JENKINS,DemPlanning,IT,Tensorflow,Asset Management,Angular JS,intense curiosity,Hibernate,staffing,Microsoft Office"
14084,Dorothea Areias,"Diversity Project Lead Job in Menlo Park
","especially C/C++,Spark,Virtual Reality,Manager,staffing,VBA,payment gateways,Consumer Electronics Devices"
14085,Mithun Chakraborty,"Diversity Project Lead Job in Menlo Park
","Google,IT Policy Procedures,COMPLIANCE,Exchange,Audacity,ADA,CISSP,staffing,C/C++,Business Analyst,Angular JS,Cognos"
14086,ArmCapaldo,"Diversity Project Lead Job in Menlo Park
","Primavera 6.0,SQL Server,Angular JS"
14087,Creola Hoyland,"Diversity Project Lead Job in Menlo Park
","JSF,UNIX/AIX,Info Sec,CONTROL,Business Analyst,AngularJS,UX,test design,Unix Systems Programming,F#,Video,AUDIT,Research,APL"
14088,Harrison MonFook Leong,"N Horizontal Construction Engineers Job in Vega Baja
","Libraries,CSS,Security Risk Management,GIT,Visual Studio,Programmer,Neural Networks,SaaS solution Coupa,Tester"
14089,Mauro Lydic,"N Horizontal Construction Engineers Job in Vega Baja
","VMAX,SAP APO,BW reporting,Analytical Skills,SQL Reporting Services Suite"
14090,Mike Sondelski,"N Horizontal Construction Engineers Job in Vega Baja
","CISA,data analysts,Django,APL,AP Technical Lead,Primavera 6.0,Computer Networks,Windows"
14091,Neomi Serandos,"N Horizontal Construction Engineers Job in Vega Baja
","Programming,QA,Computer Networks,Ajax,ALM,incident response,Modeling,QA Tester,Spring,"
14092,Iesha Rasnake,"N Horizontal Construction Engineers Job in Vega Baja
","Artificial Intelligence,CRM,Accounting,Video,Spring,"
14093,Mijung Park,"N Horizontal Construction Engineers Job in Vega Baja
","Avamar,PHP,SHELL,Database Management,BUILD RELEASE ENGINEER,Engineer,AML,Protocols,Full Time,Web,Algorithm Engineer,,Program Manager,TAD PGS"
14094,Eric Perreault,"N Horizontal Construction Engineers Job in Vega Baja
","System Engineering,Java/J2EE,NLP,SSL,OS x,Software Engineer,ASP.NET"
14095,Katelin Fayne,"N Horizontal Construction Engineers Job in Vega Baja
","HAHA,Oracle R12 E-Business,MongoDB,Regulated Environment,Quality,iOS,Stored Procedures,VB.NET"
14096,Andera Horras,"Student at Soochow University, China

","SaaS solution Coupa,Systems,Director of IS,catalogs,Protocols,FPGA,Web services,Unix"
14097,Katie Mikel,"Associate Product Manager - Coatings Job in Deerfield Beach
","Network Management,Supervision,BW reporting"
14098,Gregg Contraras,"Associate Product Manager - Coatings Job in Deerfield Beach
","Research,Architect,Business Analyst healthcare,SQL Server,R,Octave,Text Analytics"
14099,Hallie Woerner,"Associate Product Manager - Coatings Job in Deerfield Beach
","SciLab,Protocol,Release,Visual Basic,movies,InformationSecurity,BASH,VB"
14100,Maribeth Peatry,"Associate Product Manager - Coatings Job in Deerfield Beach
","Project,System,Visual Basic,Analysis"
14101,Cher Streight,"Associate Product Manager - Coatings Job in Deerfield Beach
","Consumer Electronics Devices,User Interface,NodeJS,Prime Video views,Algorithms,WCF,QA Tester,BUILD RELEASE ENGINEER,Sales Engineer,Excel,AP"
14102,Jonie Scullawl,"Associate Product Manager - Coatings Job in Deerfield Beach
","TDD,Agile,Websites,Angular2,Data Mining,OpenCV"
14103,Zachary Saralegui,"Associate Product Manager - Coatings Job in Deerfield Beach
","Scrum,OIM,JavaScript,OOD,FICO,Wireless,System,Browzwear,payment gateways,Data Mining,Telecommunications,System Testing,Spotfire"
14104,Chrystal Charney,"Associate Product Manager - Coatings Job in Deerfield Beach
","Application,build processes,architectural design patterns,Design"
14105,Carlee Lucca,"The Public Relations Assistant Job in Jacksonville
","Business Analytics,Keras,Data Analytics,SQLITE,JENKINS,Unifier,DEVELOPMENT SUPPORT,Database Management"
14106,Hongjie Bai,"The Public Relations Assistant Job in Jacksonville
","Architect,Director of IS,authors,Artificial Intelligence,build processes,System Software,JCL,Hon Java Developer"
14107,Ernst R. Dow,"The Public Relations Assistant Job in Jacksonville
","ASP,Business Intelligence,Rest,Browzwear,Projects,Hibernate,HTTP,ARM,user training,ForeSee,SARBANES OXLEY,RHEL,ARM,data analysts"
14108,Kaylene Cayton,"The Public Relations Assistant Job in Jacksonville
","Java/J2EE,Virtual Reality,C,SHELL,Oracle R12 E-Business,OSS,CISSP,incident response,OSS,Browzwear,Unix,Rational,Foundation"
14109,Mariko Firmin,"The Public Relations Assistant Job in Jacksonville
","BASH,HDFS,Drug Development,Business Requirements,MS Project Stadard,Bash shell scripting,pharma,Operations Analysis,Micro,mobile device"
14110,Marina Meila,"Restaurant - Job Fair Job in Fremont
","Manager,NodeJS,Info Sec,Mortgage/Equiting Lending,Customer Service,Java C/C++,Unix"
14111,Felicitas Killer,"Restaurant - Job Fair Job in Fremont
","ADABAS,Project coordinator,Shell Script,Browzwear,DNS,ARM,Testing,Engineer,Selenium,JSON,ICMP"
14112,Mariam Ruble,"Telecommunications Analyst Job in Bowie
","payment gateways,Matlab,Architect,SSL,manage,Management,Lifecycle,File Systems,Contract Corp-To-Corp,Software Engineer,HAHA"
14113,Irwin Zubrowski,"Telecommunications Analyst Job in Bowie
","Recruiter,Project,OIM"
14114,Juan Dukeman,"Telecommunications Analyst Job in Bowie
","Accounting,Analytical Skills,DemPlanning,Security,CISM,Quality Center,Quality Assurance,Arduino,EIT,Europe Asia.,Soap,DemPlanning,Tableau,Hibernate,Spark"
14115,Yuval Aviel,"Telecommunications Analyst Job in Bowie
","Algorithms,Asset Management,Communication,SSL,Big Data,Unix Systems Programming,Financial Services,Contract W2"
14116,Jeraldine Mcgown,"Model Finisher - Thursday - Sunday :am - :pm)Shift Job in Raleigh
","Web Server,Contract Independent,iOS,mobile device"
14117,Pablo Mezzina,"Model Finisher - Thursday - Sunday :am - :pm)Shift Job in Raleigh
","Data Structures,Scrum,BUILD RELEASE ENGINEER,DEVELOPMENT SUPPORT"
14118,Josue Meserve,"Model Finisher - Thursday - Sunday :am - :pm)Shift Job in Raleigh
","Database Administration,Photoshop,Foundation,Research"
14119,Kayla Cons,"Model Finisher - Thursday - Sunday :am - :pm)Shift Job in Raleigh
","Scheduling,Application,Visual Basic,Mobile,Scrum,Hive,Flask,Analytical Skills,Manager,Management,Mobile,Application Development,Wealth Management"
14120,Sergio Heling,"General Laborer  G ) Job in Chattanooga
","C C++,Java C/C++,Modeling,JavaScript,Cryptocurrency,Neural Networks,Prime Music streams,Protocols,FICO,Asset Management,Database,AME"
14121,Griff L. Bilbro,"General Laborer  G ) Job in Chattanooga
","Linux,BW reporting,Express,JSON,catalogs,Asset Management,OS x,Content Delivery Networks"
14122,Yong Platter,"General Laborer  G ) Job in Chattanooga
","NoSQL,DEVOPS ENGINEER,Azure,VMware"
14123,Jaime Ahmau,"General Laborer  G ) Job in Chattanooga
","OS x,Microsoft Office,HTML,DEVOPS ENGINEER,Regulated Environment,ARM,Applications,SDLC,HDFS"
14124,Marcel Mustian,"General Laborer  G ) Job in Chattanooga
","SQLITE,Customer Service,BW reporting,Metrics,LabVIEW,Europe Asia."
14125,Katina Charity,"General Laborer  G ) Job in Chattanooga
","System Engineering,JCL,MACOSX,AWS,Telecom,Data Mining,Unix,.NET C#,Manager,selenium testing automation,business development,Oracle R12 E-Business,concepts"
14126,Rowena Hallmark,"Satellite Installation Technician Job in Jefferson City
","SYSTEM ENGINEER,mobile device,AP,WebLogic,Fortran,Fortran,CRM,Info Sec,VMAX,Cobol,Systems"
14127,Tierra Ostrye,"Satellite Installation Technician Job in Jefferson City
","ALM,Hardware"
14128,Brook Mascagni,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","Angular.JS,Network,Spark,Scripting knowledge,Process Engineering,Analytical Skills,synthesis modeling,Citrix,Business Intelligence,Contract Corp-To-Corp,SARBANES,GIT"
14129,Doug Reeves,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","WebLogic,HANA,Wireless,Web services,CENTOS,Drug Development,IT Policy Procedures,Perl,Networking,Security Risk Management,validation,Design Patterns"
14130,Maricruz Rhynes,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","OS x,user training,Regulated Environment,ASP,.NET C#"
14131,Son Blackwater,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","CISM,Chef,Cobol,Scripting knowledge,PHP,Outlook,test design,IP Video Delivery,BUILD RELEASE ENGINEER"
14132,Louie Sissell,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","Network Engineer,Julia,DemPlanning,OOD,AP,DEVELOPMENT SUPPORT,APL,Contract W2,fashion,CISSP,Java Architect,SOX,Protocols,Middleware"
14133,RollNikirk,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","Angular,Performace Management,Cloud Computing,SAP ERP,Security Risk Management,user training,WCF,React,SQLITE,business inteligence,HBase,COMPLIANCE,Content Delivery Networks,SDLC,HTML5"
14134,Hyun Deats,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","Web Server,Asset Management,especially C/C++"
14135,Amanda Bernskoetter,"Supplier Quality Engineer TN/ MH/ Job in Murfreesboro
","R,Audacity,BASIC,Scripting knowledge,PCI,Info Sec,CONTROL"
14136,Tyree Lessley,"Field Service Specialist Job in Dayton
","Network Security,Spring,,Lawson Supply Chain,systems administration,J2EE"
14137,Renae Loranger,"Field Service Specialist Job in Dayton
","Project coordinator,REST API,PHP,Computer vision,Adobe Creative Cloud,Switches,Process Engineering,QA,Augmented Reality,build,problem solving,Artificial Intelligence,XML/XSL,SQL Reporting Services Suite"
14138,Wes Schnider,"Finance Director - Travel Industry
","Tensorflow,Software Engineer,HANA,MIS a related IT field,especially C/C++"
14139,Loren Kakeh,"Finance Director - Travel Industry
","IIS,AME,firmware,IAM,Test,Database,Windows 7,selenium testing automation,Analytical,IT Policy Procedures,Browzwear,MapsAPI,VNF Manager,SSL"
14140,Alton Buening,"Finance Director - Travel Industry
","VPN,Middleware,Program Manager,See job description,Financial Services,Compiler Design,Testing,Tensorflow,Data Analytics,Wealth Management,XML,IIS,.NET C#,Computer Science"
14141,Madelene Mamon,"Finance Director - Travel Industry
","Telecommunications,Projects,Outlook,Xcode,Best Practices"
14142,Jacquelynn Otterbine,"Finance Director - Travel Industry
","Solr,RESTful web services,BASIC,Windows,Agile,Computer vision,SOX,ALM,Web,Network Engineering,firmware"
14143,Hana Bouffard,"Registered Nurse ICU Full Time Nights - Kindred Hospital Town Country Job in Houston
","WebLogic,Selenium,Avamar,Artificial Intelligence,Solaris,Internet Of Things,SaaS solution Coupa,Go"
14144,Doloris Vannatten,"Registered Nurse ICU Full Time Nights - Kindred Hospital Town Country Job in Houston
","SQL Reporting Services Suite,Applications,HTML5,Contract Independent,UNIX/AIX"
14145,Lorena Haxby,"Registered Nurse ICU Full Time Nights - Kindred Hospital Town Country Job in Houston
","MS Project Stadard,Telecommunications,synthesis modeling,BASIC,Recruiter,Data Analysis,JSP,Selenium,Contract Independent,DNS,Network Management,Pharma or Biotech,Middleware,SQLITE"
14146,Maisie Moras,"Security Guard Job in Houston
","Pharma or Biotech,HBase,Oracle R12 E-Business,TAD PGS"
14147,Nenghai Yu,"Retail Cashier Job in Daleville
","architectural design patterns,Customer Service"
14148,Margery Echeverry,"Retail Cashier Job in Daleville
","MongoDB,CENTOS,AR,VB,Software Engineer,Project,VMAX"
14149,Florencio Shumski,"Retail Cashier Job in Daleville
","authors,Performance,Middleware,IP Video Delivery,Analytical Skills,JSP,Compiler Design,CRM,C,Best Practices"
14150,Estrella Ester,"Computer System Technician Job in Webster
","Fortran,concepts,Hon Java Developer,Test,C#,Director of IS"
14151,Thuy Lederman,"Computer System Technician Job in Webster
","Change Management,Struts,synthesis modeling,Modeling,Full Time,Avamar,Business Requirements,Telecommunications,Mainframe,reporting,TAD PGS,R,digital analytics,3D,General Ledger"
14152,Albina Martie,"Computer System Technician Job in Webster
","RESTful web services,Data Analytics,test design,XML/XSL,LabVIEW,Construction"
14153,B. D. Wright,"Computer System Technician Job in Webster
","biotech,General Ledger,Software,C C++,Soap,Middleware,Computer Networks,CUSTOMER SUPPORT,Design Patterns,Project coordinator,SDLC,Microsoft Word,Stored Procedures,Metrics,Tensorflow"
14154,Jeanene Picarello,"Computer System Technician Job in Webster
","C/C++,APL,OpenCV,Accounting,Soap,data analysts,Web Design,After Effects,Business Analytics,Fortran"
14155,Colin Ralston,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","Analytical Skills,OOD,Switches,FINANCE,visualization SQL,applications development,Network Engineering,Java,Tableau"
14156,Jerrell Wiedman,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","CSS3,Ruby,OOD,Web Developer,Project Management,Business Analyst healthcare,systems administration,Business Analytics,OOD,Computer Organisation,Architecture,VMAX,Neural Networks"
14157,Stanford Salvador,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","ALM,reports,Scripts,Windows 7,Cognos,RHEL,build processes,Modeling"
14158,Aleshia Reiley,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","Data Storage,API,3D,OIM,Middleware"
14159,Wyatt Deak,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","Performace Management,LabVIEW,Infrastructure,Exchange,Regulated Environment"
14160,Dorthea Mosho,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","Business Intelligence,Tableau,After Effects,HDFS,CENTOS,network monitoring,INTERNAL CONTROL,network monitoring,Buying,Ajax,Optimization,Keras"
14161,Tamica Deonarian,"Restaurant Manager - TGI Fridays Job in North Las Vegas
","Modeling,test design,Applications,data analysts,VBA,ADA,Wireless Communication,SOX,authors"
14162,Megan Haygood,"Fabrication/ Assembly Job in Norcross
","Tensorflow,Configuration Management,intense curiosity"
14163,Chase Sifre,"Fabrication/ Assembly Job in Norcross
","Digital Design,data extraction,CSS,Octave,Database Management,Websites,Cisco UCS,Release,Generic Programming"
14164,Karmen Bertini,"IT Project Manager II Job in Irving
","Telecom,network monitoring,PMP,AUDIT,Java,Network Engineering,Solr,Pharma or Biotech,Java C/C++,MACOSX,pharma,CISM,TDD,Configuration Management,Soap"
14165,Laverna Dalpe,"IT Project Manager II Job in Irving
","payment gateways,Chef,CISSP,pharma,RESTful web services,REST API,Content Delivery Networks,Foundation,AUDIT,Mobile,QA,Sybase,Data Analytics"
14166,Anissa Cannady,"Pattern Maker Job in Green Bay
","Business Analytics,SSL,JavaScript"
14167,Sharen Heymann,"Pattern Maker Job in Green Bay
","F#,EIT,Bash shell scripting,Android,shopping carts,RHEL,IT Policy Procedures,C#,architectural design patterns,Project,CISA,fashion,Defect Management,R"
14168,Corinna Osterlund,"Pattern Maker Job in Green Bay
","Computer Networks,Consumer Electronics Devices,Visual Studio,Brocade,Virtual Reality,Angular.JS,XML,biotech"
14169,Kizzy Fidler,"Pattern Maker Job in Green Bay
","Database Administration,OOD,Redshift,Open CV,Matlab,Matlab,ALM,Bash shell scripting,AngularJS,Web Developer,Performace Management,develop,Cognos,Computer Networks"
14170,Melita Scerbo,"Pattern Maker Job in Green Bay
","SAS,Mortgage/Equiting Lending,Linux System Admin,DL4J,OpenStack,ADABAS,VBA"
14171,Simon Carlile,"Technical Engineer Job in Columbus
","SAP ERP,DynamoDB,PowerPoint"
14172,Terrence Lozier,"Technical Engineer Job in Columbus
","Multithreading,Business Analytics,C/C++,Prime Video views,Critical Thinking,Audacity,BW reporting,Quality Center,Mainframe,reporting,Hibernate,Unix Systems Programming"
14173,Molly Buffey,"Technical Engineer Job in Columbus
","ADA,Video,OSS,SDLC,SalesForce,Linux System Admin,ADABAS,Web Developer,API,DEVOPS ENGINEER,HTML,InformationSecurity,User Interface,Go"
14174,Hilary Bonello,"Technical Engineer Job in Columbus
","Supply Chain,PCI,Web services,Rest"
14175,Nenita Mehall,"Technical Engineer Job in Columbus
","Signals,INTERNAL CONTROL,Tensorflow,Network Security,Developer,Project coordinator,Change Management,JSP,SDLC,CISM,Testing,Applications"
14176,Afton Stansfield,"Technical Engineer Job in Columbus
","CSS,Cognos,See job description,Telecom,DL4J,Generic Programming,Browzwear"
14177,Nenita Fesperman,"Technical Engineer Job in Columbus
","InformationSecurity,business inteligence,Node.js"
14178,Melissia Munsterman,"Operations Project Manager Job in Newtown
","C/C++,Websites,Theory of Computation,Julia,SARBANES,Telecom,AngularJS,Python,Rest,WebLogic"
14179,Tamatha Safford,"Operations Project Manager Job in Newtown
","Video,CUSTOMER SUPPORT,System Software,AR,Security,AME"
14180,Rubye Bianchini,"Service Administrator Job in Lakeside
","Matlab,UNIX/AIX,Customer Service,APL,SQL Reporting Services Suite,incident response,Protocol Management,Load/Performance Testing,Analysis,biotech,Microsoft Access,Rest,VB,Solaris"
14181,Gilbert Insogna,"Usher Job in Mc Lean
","Ajax,Windows 7,validation,NLP,SSL,Video,Hardware,RHEL,Scrum,Customer Service,GIT,Unifier"
14182,Theresia Schollmeyer,"Usher Job in Mc Lean
","Release,Mobile,Shell Script,FIX.FAST,SQL Reporting Services Suite,Mobile,Analyst,Change Management,Angular,Scheduling,HTML5,EIT,payment gateways"
14183,Abbas Bazzi,"Usher Job in Mc Lean
","See job description,OS x,Mortgage/Equiting Lending,Spotfire,preferably with Scala,Tester,Full Time,Rational,JSF,AUDIT"
